x-axis,1,2
second,Volt,Volt
-39.600000E-03,+4.824113E-03,+3.171607941E+00
-39.593600E-03,+4.824113E-03,+3.123366736E+00
-39.587200E-03,+4.824113E-03,+3.107286334E+00
-39.580800E-03,+4.824113E-03,+3.171607941E+00
-39.574400E-03,+4.824113E-03,+3.091205932E+00
-39.568000E-03,+12.864314E-03,+3.091205932E+00
-39.561600E-03,+4.824113E-03,+3.091205932E+00
-39.555200E-03,+4.824113E-03,+3.091205932E+00
-39.548800E-03,+4.824113E-03,+3.155527540E+00
-39.542400E-03,+4.824113E-03,+3.139447138E+00
-39.536000E-03,+4.824113E-03,+3.091205932E+00
-39.529600E-03,-7E-09,+3.139447138E+00
-39.523200E-03,+6.432153E-03,+3.107286334E+00
-39.516800E-03,+4.824113E-03,+3.091205932E+00
-39.510400E-03,+4.824113E-03,+3.139447138E+00
-39.504000E-03,+4.824113E-03,+3.091205932E+00
-39.497600E-03,+4.824113E-03,+3.091205932E+00
-39.491200E-03,+4.824113E-03,+3.091205932E+00
-39.484800E-03,+4.824113E-03,+3.091205932E+00
-39.478400E-03,+1.608033E-03,+3.091205932E+00
-39.472000E-03,+4.824113E-03,+3.171607941E+00
-39.465600E-03,+4.824113E-03,+3.091205932E+00
-39.459200E-03,+4.824113E-03,+3.075125530E+00
-39.452800E-03,-1.608048E-03,+3.091205932E+00
-39.446400E-03,+4.824113E-03,+3.091205932E+00
-39.440000E-03,+4.824113E-03,+3.091205932E+00
-39.433600E-03,+3.216073E-03,+3.091205932E+00
-39.427200E-03,+11.256274E-03,+3.091205932E+00
-39.420800E-03,+4.824113E-03,+3.091205932E+00
-39.414400E-03,+4.824113E-03,+3.091205932E+00
-39.408000E-03,+12.864314E-03,+3.091205932E+00
-39.401600E-03,+4.824113E-03,+3.091205932E+00
-39.395200E-03,+4.824113E-03,+3.091205932E+00
-39.388800E-03,+4.824113E-03,+3.091205932E+00
-39.382400E-03,+4.824113E-03,+3.091205932E+00
-39.376000E-03,+4.824113E-03,+3.010803923E+00
-39.369600E-03,+4.824113E-03,+3.091205932E+00
-39.363200E-03,+4.824113E-03,+3.139447138E+00
-39.356800E-03,+4.824113E-03,+3.091205932E+00
-39.350400E-03,+4.824113E-03,+3.059045129E+00
-39.344000E-03,+4.824113E-03,+3.091205932E+00
-39.337600E-03,+4.824113E-03,+3.042964727E+00
-39.331200E-03,+4.824113E-03,+3.075125530E+00
-39.324800E-03,+4.824113E-03,+3.091205932E+00
-39.318400E-03,+4.824113E-03,+3.091205932E+00
