LECROYWS104MXs-A)Õ,54569,Waveform
Segments,1,SegmentSize,10002
Segment,TrigTime,TimeSinceSegment1
#1,17-Dec-2024 17:44:16,0                 
Time,Ampl
-0.003740371,0.652188
-0.003739371,0.645788
-0.003738371,0.648988
-0.003737371,0.642589
-0.003736371,0.655388
-0.003735371,0.652188
-0.003734371,0.655388
-0.003733371,0.648988
-0.003732371,0.648988
-0.003731371,0.664988
-0.003730371,0.648988
-0.003729371,0.642589
-0.003728371,0.655388
-0.003727371,0.648988
-0.003726371,0.655388
-0.003725371,0.655388
-0.003724371,0.648988
-0.003723371,0.652188
-0.003722371,0.655388
-0.003721371,0.661788
-0.003720371,0.652188
-0.003719371,0.655388
-0.003718371,0.655388
-0.003717371,0.652188
-0.003716371,0.655388
-0.003715371,0.652188
-0.003714371,0.648988
-0.003713371,0.645788
-0.003712371,0.658588
-0.003711371,0.652188
-0.003710371,0.658588
-0.003709371,0.648988
-0.003708371,0.652188
-0.003707371,0.645788
-0.003706371,0.642589
-0.003705371,0.661788
-0.003704371,0.652188
-0.003703371,0.648988
-0.003702371,0.652188
-0.003701371,0.648988
-0.003700371,0.652188
-0.003699371,0.655388
-0.003698371,0.655388
-0.003697371,0.645788
-0.003696371,0.648988
-0.003695371,0.648988
-0.003694371,0.642589
-0.003693371,0.648988
-0.003692371,0.648988
-0.003691371,0.652188
-0.003690371,0.655388
-0.003689371,0.655388
-0.003688371,0.642589
-0.003687371,0.652188
-0.003686371,0.648988
-0.003685371,0.652188
-0.003684371,0.652188
-0.003683371,0.655388
-0.003682371,0.648988
-0.003681371,0.645788
-0.003680371,0.658588
-0.003679371,0.652188
-0.003678371,0.658588
-0.003677371,0.661788
-0.003676371,0.655388
-0.003675371,0.648988
-0.003674371,0.652188
-0.003673371,0.648988
-0.003672371,0.652188
-0.003671371,0.652188
-0.003670371,0.648988
-0.003669371,0.645788
-0.003668371,0.652188
-0.003667371,0.645788
-0.003666371,0.655388
-0.003665371,0.652188
-0.003664371,0.655388
-0.003663371,0.652188
-0.003662371,0.661788
-0.003661371,0.645788
-0.003660371,0.655388
-0.003659371,0.652188
-0.003658371,0.639389
-0.003657371,0.648988
-0.003656371,0.658588
-0.003655371,0.655388
-0.003654371,0.661788
-0.003653371,0.658588
-0.003652371,0.645788
-0.003651371,0.652188
-0.003650371,0.658588
-0.003649371,0.655388
-0.003648371,0.655388
-0.003647371,0.652188
-0.003646371,0.648988
-0.003645371,0.652188
-0.003644371,0.655388
-0.003643371,0.661788
-0.003642371,0.652188
-0.003641371,0.658588
-0.003640371,0.648988
-0.003639371,0.655388
-0.003638371,0.652188
-0.003637371,0.652188
-0.003636371,0.655388
-0.003635371,0.652188
-0.003634371,0.655388
-0.003633371,0.652188
-0.003632371,0.648988
-0.003631371,0.655388
-0.003630371,0.652188
-0.003629371,0.652188
-0.003628371,0.642589
-0.003627371,0.661788
-0.003626371,0.652188
-0.003625371,0.652188
-0.003624371,0.652188
-0.003623371,0.655388
-0.003622371,0.655388
-0.003621371,0.658588
-0.003620371,0.658588
-0.003619371,0.652188
-0.003618371,0.652188
-0.003617371,0.658588
-0.003616371,0.661788
-0.003615371,0.658588
-0.003614371,0.652188
-0.003613371,0.664988
-0.003612371,0.645788
-0.003611371,0.652188
-0.003610371,0.655388
-0.003609371,0.658588
-0.003608371,0.655388
-0.003607371,0.655388
-0.003606371,0.658588
-0.003605371,0.639389
-0.003604371,0.652188
-0.003603371,0.652188
-0.003602371,0.655388
-0.003601371,0.645788
-0.003600371,0.652188
-0.003599371,0.652188
-0.003598371,0.655388
-0.003597371,0.642589
-0.003596371,0.668188
-0.003595371,0.648988
-0.003594371,0.648988
-0.003593371,0.642589
-0.003592371,0.648988
-0.003591371,0.658588
-0.003590371,0.652188
-0.003589371,0.648988
-0.003588371,0.661788
-0.003587371,0.652188
-0.003586371,0.652188
-0.003585371,0.655388
-0.003584371,0.648988
-0.003583371,0.642589
-0.003582371,0.652188
-0.003581371,0.645788
-0.003580371,0.648988
-0.003579371,0.652188
-0.003578371,0.658588
-0.003577371,0.648988
-0.003576371,0.655388
-0.003575371,0.661788
-0.003574371,0.655388
-0.003573371,0.658588
-0.003572371,0.652188
-0.003571371,0.652188
-0.003570371,0.648988
-0.003569371,0.652188
-0.003568371,0.652188
-0.003567371,0.655388
-0.003566371,0.645788
-0.003565371,0.652188
-0.003564371,0.655388
-0.003563371,0.658588
-0.003562371,0.652188
-0.003561371,0.648988
-0.003560371,0.652188
-0.003559371,0.645788
-0.003558371,0.655388
-0.003557371,0.658588
-0.003556371,0.658588
-0.003555371,0.648988
-0.003554371,0.652188
-0.003553371,0.658588
-0.003552371,0.648988
-0.003551371,0.652188
-0.003550371,0.652188
-0.003549371,0.645788
-0.003548371,0.652188
-0.003547371,0.652188
-0.003546371,0.661788
-0.003545371,0.652188
-0.003544371,0.645788
-0.003543371,0.655388
-0.003542371,0.648988
-0.003541371,0.664988
-0.003540371,0.652188
-0.003539371,0.652188
-0.003538371,0.661788
-0.003537371,0.648988
-0.003536371,0.658588
-0.003535371,0.642589
-0.003534371,0.652188
-0.003533371,0.661788
-0.003532371,0.655388
-0.003531371,0.655388
-0.003530371,0.648988
