x-axis,1,2
second,Volt,Volt
-37.900000E-03,,
-37.893490E-03,+30.769567E-03,+2.830221287E+00
-37.886979E-03,+30.669064E-03,+2.830221287E+00
-37.880469E-03,+30.667054E-03,+2.830221287E+00
-37.873958E-03,+30.672079E-03,+2.827519779E+00
-37.867448E-03,+30.579617E-03,+2.825397166E+00
-37.860938E-03,+30.847959E-03,+2.825397166E+00
-37.854427E-03,+30.609768E-03,+2.822695658E+00
-37.847917E-03,+30.673085E-03,+2.820573046E+00
-37.841406E-03,+30.731376E-03,+2.820573046E+00
-37.834896E-03,+30.541426E-03,+2.820573046E+00
-37.828385E-03,+30.841929E-03,+2.820573046E+00
-37.821875E-03,+30.728361E-03,+2.820573046E+00
-37.815365E-03,+30.825848E-03,+2.817871537E+00
-37.808854E-03,+30.961527E-03,+2.815748925E+00
-37.802344E-03,+30.808763E-03,+2.815748925E+00
-37.795833E-03,+30.972582E-03,+2.815748925E+00
-37.789323E-03,+30.874089E-03,+2.815748925E+00
-37.782813E-03,+30.942431E-03,+2.813047416E+00
-37.776302E-03,+31.068059E-03,+2.810924804E+00
-37.769792E-03,+31.015798E-03,+2.810924804E+00
-37.763281E-03,+31.125346E-03,+2.810924804E+00
-37.756771E-03,+31.104240E-03,+2.808223295E+00
-37.750260E-03,+31.069064E-03,+2.806100684E+00
-37.743750E-03,+30.891175E-03,+2.806100684E+00
-37.737240E-03,+31.175597E-03,+2.803399175E+00
-37.730729E-03,+31.247959E-03,+2.801276563E+00
-37.724219E-03,+31.181627E-03,+2.801276563E+00
-37.717708E-03,+31.345446E-03,+2.798575054E+00
-37.711198E-03,+31.209768E-03,+2.796452443E+00
-37.704688E-03,+31.274090E-03,+2.796452443E+00
-37.698177E-03,+31.400723E-03,+2.793750933E+00
-37.691667E-03,+31.308260E-03,+2.788926812E+00
-37.685156E-03,+31.309265E-03,+2.789505712E+00
-37.678646E-03,+31.353487E-03,+2.788926812E+00
-37.672135E-03,+31.353487E-03,+2.786804202E+00
-37.665625E-03,+31.367557E-03,+2.784102691E+00
-37.659115E-03,+31.505245E-03,+2.781980081E+00
-37.652604E-03,+31.435898E-03,+2.781980081E+00
-37.646094E-03,+31.401728E-03,+2.779278571E+00
-37.639583E-03,+31.465044E-03,+2.774454450E+00
-37.633073E-03,+31.439919E-03,+2.772331840E+00
-37.626563E-03,+31.527356E-03,+2.769630329E+00
-37.620052E-03,+31.267054E-03,+2.767507719E+00
-37.613542E-03,+31.466050E-03,+2.767507719E+00
-37.607031E-03,+31.676099E-03,+2.764806209E+00
