indices,timestamp,pd_peaks,piezo_peaks,ld_peaks,freq,lor_A,lor_mean,lor_gamma,lor_off,lor_d_A,lor_d_mean,lor_d_gamma,lor_d_off
15509,-0.017137955,0.555757,4.349685387364584,0.0099363739183599,377108945610922.8,0.04728888739560485,4.349939544080669,0.026785332603481163,0.0034528653648981827,0.00026314051073321926,0.00010222617743887915,0.0003143879332331001,0.0002663611270197495
17607,-0.016088955,0.453802,4.623106114423043,0.0063479998886212,377109126401922.8,0.09012036225835034,4.618651782326274,0.028610940440834193,-0.011711824097818326,0.0006576549834032914,0.0001320231702237591,0.0004277907899360527,0.0006862166243976275
19646,-0.015069455,0.425992,4.888837698060887,0.0028605381886034,377109307192922.8,0.080579292941884,4.888962482922303,0.03041009672488091,-0.033553930241770794,0.00044456914473667666,9.565587852179042e-05,0.00033283744995450654,0.0004777234110105341
41276,-0.0042544545,0.767431,7.707756001061454,-0.0341349498245626,377111224766631.8,0.015722396746649613,7.708483847716636,0.02474883545797422,-0.000898505511909217,0.00015548007410484354,0.00018354896190514764,0.0005271054497783786,0.00014917748546114284
45747,-0.0020189545,0.753757,8.29043668298632,-0.0417820519632479,377111633094631.8,0.014955328724449997,8.307196424649835,0.044673252826467065,0.0001944793956131726,0.0002787686098248217,0.00028891698487151936,0.0012649342812003988,0.0003047444452119068
50437,0.00032604547,0.62476,8.90165841487332,-0.049803726884207,377112041422631.8,0.04326520769450366,8.89846498009823,0.03727493887851342,-0.016173680337396322,0.00023779532532190552,7.920419429206654e-05,0.00034609634773460825,0.00026412212765917196
