timestamp,volt_laser,volt_piezo,volt_ld
-0.024921961,0.233732,2.3378958717812273,0.036207189016757076
-0.024921461,0.23376,2.33802624157945,0.03620547684501924
-0.024920961,0.233785,2.3381566113776726,0.03620376467328141
-0.024920461,0.233805,2.3382869811758944,0.03620205250154359
-0.024919961,0.233829,2.338417350974117,0.03620034032980576
-0.024919461,0.23385,2.3385477207723397,0.03619862815806792
-0.024918961,0.233866,2.3386780905705624,0.03619691598633009
-0.024918461,0.233882,2.338808460368785,0.03619520381459226
-0.024917961,0.233894,2.338938830167007,0.036193491642854424
-0.024917461,0.233906,2.3390691999652296,0.03619177947111659
-0.024916961,0.233915,2.3391995697634513,0.03619006729937877
-0.024916461,0.233919,2.339329939561674,0.03618835512764094
-0.024915961,0.233919,2.3394603093598967,0.036186642955903105
-0.024915461,0.233915,2.3395906791581194,0.03618493078416527
-0.024914961,0.233906,2.339721048956342,0.03618321861242745
-0.024914461,0.23389,2.3398514187545647,0.03618150644068962
-0.024913961,0.233874,2.3399817885527874,0.036179794268951786
-0.024913461,0.233854,2.340112158351009,0.036178082097213966
-0.024912961,0.233825,2.340242528149232,0.03617636992547613
-0.024912461,0.233797,2.3403728979474545,0.0361746577537383
-0.024911961,0.233768,2.340503267745677,0.03617294558200047
-0.024911461,0.233732,2.3406336375439,0.03617123341026263
-0.024910961,0.233699,2.3407640073421225,0.0361695212385248
-0.024910461,0.233663,2.340894377140345,0.03616780906678697
-0.024909961,0.233622,2.341024746938567,0.03616609689504915
-0.024909461,0.233586,2.3411551167367897,0.036164384723311314
-0.024908961,0.233553,2.3412854865350123,0.03616267255157348
-0.024908461,0.233516,2.341415856333235,0.03616096037983565
-0.024907961,0.233484,2.3415462261314577,0.036159248208097815
-0.024907461,0.233456,2.3416765959296804,0.03615753603635998
-0.024906961,0.233427,2.341806965727903,0.03615582386462215
-0.024906461,0.233407,2.341937335526125,0.03615411169288433
-0.024905961,0.233391,2.3420677053243475,0.036152399521146496
-0.024905461,0.233378,2.34219807512257,0.03615068734940866
-0.024904961,0.233374,2.342328444920792,0.03614897517767084
-0.024904461,0.23337,2.3424588147190146,0.03614726300593301
-0.024903961,0.233374,2.3425891845172373,0.03614555083419518
-0.024903461,0.233382,2.34271955431546,0.036143838662457344
-0.024902961,0.233395,2.3428499241136818,0.036142126490719524
-0.024902461,0.233411,2.3429802939119044,0.03614041431898169
-0.024901961,0.233427,2.343110663710127,0.03613870214724386
-0.024901461,0.233451,2.34324103350835,0.036136989975506024
-0.024900961,0.233476,2.3433714033065725,0.03613527780376819
-0.024900461,0.2335,2.343501773104795,0.03613356563203036
-0.024899961,0.233525,2.343632142903017,0.03613185346029254
-0.024899461,0.233549,2.3437625127012396,0.036130141288554705
-0.024898961,0.233569,2.3438928824994623,0.03612842911681687
-0.024898461,0.23359,2.344023252297685,0.03612671694507904
-0.024897961,0.233606,2.3441536220959076,0.036125004773341206
-0.024897461,0.233622,2.3442839918941303,0.03612329260160337
-0.024896961,0.233634,2.344414361692353,0.03612158042986554
-0.024896461,0.233638,2.3445447314905747,0.03611986825812772
-0.024895961,0.233646,2.3446751012887974,0.03611815608638989
-0.024895461,0.233646,2.34480547108702,0.036116443914652054
-0.024894961,0.233642,2.3449358408852428,0.03611473174291422
-0.024894461,0.233638,2.3450662106834654,0.0361130195711764
-0.024893961,0.23363,2.345196580481688,0.03611130739943857
-0.024893461,0.233618,2.345326950279911,0.036109595227700735
-0.024892961,0.23361,2.3454573200781326,0.036107883055962915
-0.024892461,0.233594,2.3455876898763552,0.03610617088422508
-0.024891961,0.233581,2.345718059674578,0.03610445871248725
-0.024891461,0.233569,2.3458484294727997,0.036102746540749416
-0.024890961,0.233557,2.3459787992710224,0.03610103436901158
-0.024890461,0.233541,2.346109169069245,0.03609932219727375
-0.024889961,0.233533,2.3462395388674677,0.036097610025535916
-0.024889461,0.233525,2.3463699086656895,0.036095897853798097
-0.024888961,0.233516,2.346500278463912,0.03609418568206026
-0.024888461,0.233512,2.346630648262135,0.03609247351032243
-0.024887961,0.233508,2.3467610180603575,0.0360907613385846
-0.024887461,0.233504,2.34689138785858,0.036089049166846764
-0.024886961,0.233504,2.347021757656803,0.03608733699510893
-0.024886461,0.233504,2.3471521274550255,0.0360856248233711
-0.024885961,0.233504,2.3472824972532473,0.03608391265163328
-0.024885461,0.233504,2.34741286705147,0.036082200479895445
-0.024884961,0.233504,2.3475432368496927,0.03608048830815761
-0.024884461,0.233508,2.3476736066479154,0.03607877613641979
-0.024883961,0.233508,2.347803976446138,0.03607706396468196
-0.024883461,0.233508,2.3479343462443607,0.036075351792944126
-0.024882961,0.233508,2.3480647160425834,0.03607363962120629
-0.024882461,0.233508,2.348195085840805,0.03607192744946847
-0.024881961,0.233508,2.348325455639028,0.03607021527773064
-0.024881461,0.233508,2.3484558254372505,0.03606850310599281
-0.024880961,0.233508,2.348586195235473,0.03606679093425497
-0.024880461,0.233508,2.348716565033696,0.03606507876251714
-0.024879961,0.233504,2.3488469348319185,0.03606336659077931
-0.024879461,0.233504,2.348977304630141,0.036061654419041474
-0.024878961,0.233504,2.349107674428363,0.036059942247303654
-0.024878461,0.233508,2.3492380442265848,0.03605823007556582
-0.024877961,0.233512,2.3493684140248074,0.03605651790382799
-0.024877461,0.233512,2.34949878382303,0.036054805732090155
-0.024876961,0.233521,2.349629153621253,0.03605309356035232
-0.024876461,0.233525,2.3497595234194755,0.03605138138861449
-0.024875961,0.233533,2.349889893217698,0.036049669216876655
-0.024875461,0.233541,2.35002026301592,0.036047957045138836
