indices,timestamp,pd_peaks,piezo_peaks,ld_peaks,freq,lor_A,lor_mean,lor_gamma,lor_off,lor_d_A,lor_d_mean,lor_d_gamma,lor_d_off
12719,-0.018611031,0.0581202,3.963090777341072,0.0149298800572175,377108945610922.8,0.007539500130104517,3.9647788234726256,0.014710176852950778,0.006377724761853838,7.558254345689461e-05,0.00014161710376817629,0.0002953871747597896,4.278930729713664e-05
14804,-0.017568531,0.0305213,4.234729843413549,0.0113651480040231,377109126401922.8,0.008860494287611395,4.23622314262135,0.010514880383640356,0.0020015913154284456,7.157978455962698e-05,6.891552392986199e-05,0.00018428186116920214,6.375117985712672e-05
16913,-0.016514031,0.025588,4.509495690102688,0.0077593830638854,377109307192922.8,0.008689385800895335,4.508391010233225,0.012799459164966944,-0.004369067772407065,6.820640171211346e-05,7.545372216730802e-05,0.00021630035407770297,6.534745986376341e-05
38738,-0.0056015307,0.149736,7.352911891548851,-0.02955489952595,377111224766631.8,0.005128244077199094,7.352637601934003,0.01184846209193879,-9.122703573986567e-05,3.040653740581737e-05,6.900699791648921e-05,0.0001323505510442239,1.3660639968363277e-05
43329,-0.0033060307,0.148032,7.951038967011078,-0.0374041488574682,377111633094631.8,0.0033846231498780837,7.949818539170344,0.012875220821928024,0.00033595885072388595,4.927803587418188e-05,0.0001829336091129173,0.0003614298445992226,2.4154231760479392e-05
47791,-0.0010750307,0.0962585,8.532359596658749,-0.0450328464216665,377112041422631.8,0.013287241633804632,8.533081623571007,0.014948540625524327,-0.00220634030085774,5.780092674320164e-05,6.22874688414279e-05,0.00013088692215475146,3.331798374571162e-05
