freq_confoc,freq_non_confoc,volt_laser
-558316989.0635781,-550066279.3819599,0.0007809098
-558200807.882503,-549950058.7721834,0.0004090504
-558084624.693749,-549833836.1804676,0.0063587991
-557968439.4973159,-549717611.6068134,0.0067306584
-557852252.2932048,-549601385.051219,0.0035698544
-557736063.0814147,-549485156.5136833,0.0007809098
-557619871.8619475,-549368925.9942093,0.0004090504
-557503678.6348014,-549252693.492796,0.0007809098
-557387483.3999763,-549136459.0094414,0.0004090504
-557271286.1574731,-549020222.5441475,0.0035698544
-557155086.9072919,-548903984.0969152,0.0035698544
-557038885.6494336,-548787743.6677427,0.0035698544
-556922682.3838944,-548671501.25663,0.0035698544
-556806477.1106782,-548555256.8635769,0.0035698544
-556690269.829783,-548439010.4885864,0.0035698544
-556574060.5412097,-548322762.1316538,0.0007809098
-556457849.2449574,-548206511.7927818,0.0004090504
-556341635.9410272,-548090259.4719706,0.0035698544
-556225420.6294179,-547974005.16922,0.0035698544
-556109203.3101306,-547857748.8845301,0.0007809098
-555992983.9831653,-547741490.617899,0.0004090504
-555876762.6485219,-547625230.3693295,0.0035698544
-555760539.3062005,-547508968.1388197,0.0035698544
-555644313.9561992,-547392703.9263706,0.0035698544
-555528086.5985198,-547276437.7319813,0.0035698544
-555411857.2331624,-547160169.5556526,-0.0020080349
-555295625.860126,-547043899.3973837,-0.0027517536
-555179392.4794116,-546927627.2571754,0.0035698544
-555063157.0910192,-546811353.1350288,0.0035698544
-554946919.6949468,-546695077.03094,0.0035698544
-554830680.2911973,-546578798.944912,0.0035698544
-554714438.8797698,-546462518.8769455,0.0035698544
-554598195.4606624,-546346236.8270388,0.0035698544
-554481950.0338788,-546229952.7951918,0.0035698544
-554365702.5994153,-546113666.7814054,0.0063587991
-554249453.1572738,-545997378.7856798,0.0067306584
-554133201.7074533,-545881088.8080139,0.0035698544
-554016948.2499537,-545764796.8484077,0.0035698544
-553900692.7847772,-545648502.9068632,0.0035698544
-553784435.3119226,-545532206.9833794,0.0035698544
-553668175.831388,-545415909.0779533,0.0035698544
-553551914.3431754,-545299609.190589,0.0035698544
-553435650.8472857,-545183307.3212872,0.0007809098
-553319385.3437152,-545067003.4700413,-0.0023798943
-553203117.8324676,-544950697.636858,0.0004090504
-553086848.3135419,-544834389.8217344,0.0035698544
-552970576.7869382,-544718080.0246725,0.0035698544
-552854303.2526555,-544601768.2456694,0.0035698544
-552738027.7106948,-544485454.4847269,0.0063587991
-552621750.1610551,-544369138.7418451,0.0067306584
-552505470.6037364,-544252821.017024,0.0035698544
-552389189.0387406,-544136501.3102627,0.0035698544
