freq_confoc,freq_non_confoc,volt_laser
-754222814.4040546,-747686079.4676299,0.0035698544
-754112912.0090141,-747575938.4363842,0.0035698544
-754003007.5492969,-747465795.369914,0.0035698544
-753893101.0249004,-747355650.2682171,0.0007809098
-753783192.4358263,-747245503.1312947,0.0004090504
-753673281.7820725,-747135353.9591465,0.0035698544
-753563369.063642,-747025202.7517734,0.0007809098
-753453454.2805328,-746915049.5091743,0.0004090504
-753343537.4327455,-746804894.2313495,0.0035698544
-753233618.5202785,-746694736.9182992,0.0035698544
-753123697.5431342,-746584577.5700231,0.0035698544
-753013774.5013123,-746474416.186522,0.0035698544
-752903849.3948116,-746364252.7677946,0.0035698544
-752793922.2236314,-746254087.3138413,0.0035698544
-752683992.9877748,-746143919.8246646,0.0035698544
-752574061.6872387,-746033750.3002596,0.0035698544
-752464128.3220253,-745923578.7406306,0.0007809098
-752354192.8921318,-745813405.1457753,0.0004090504
-752244255.3975611,-745703229.5156941,0.0035698544
-752134315.8383131,-745593051.850388,0.0035698544
-752024374.214385,-745482872.1498551,0.0035698544
-751914430.5257792,-745372690.4140978,0.0035698544
-751804484.7724953,-745262506.6431141,0.0035698544
-751694536.9545336,-745152320.836905,0.0007809098
-751584587.0718927,-745042132.995471,0.0004090504
-751474635.1245742,-744931943.1188107,0.0035698544
-751364681.112577,-744821751.2069244,0.0035698544
-751254725.0359025,-744711557.2598138,0.0035698544
-751144766.8945475,-744601361.2774758,0.0035698544
-751034806.6885161,-744491163.2599134,0.0035698544
-750924844.4178057,-744380963.2071252,0.0035698544
-750814880.0824175,-744270761.1191106,0.0035698544
-750704913.6823502,-744160556.9958715,0.0035698544
-750594945.2176051,-744050350.8374062,0.0035698544
-750484974.6881819,-743940142.6437154,0.0035698544
-750375002.09408,-743829932.4147997,0.0007809098
-750265027.4352994,-743719720.1506577,-0.0023798943
-750155050.7118416,-743609505.8512902,0.0004090504
-750045071.9237051,-743499289.5166969,0.0007809098
-749935091.0708904,-743389071.1468778,0.0004090504
-749825108.1533961,-743278850.7418332,0.0035698544
-749715123.1712255,-743168628.3015637,0.0035698544
-749605136.1243753,-743058403.8260674,0.0035698544
-749495147.0128474,-742948177.3153462,0.0035698544
-749385155.8366408,-742837948.7693996,0.0035698544
-749275162.5957556,-742727718.1882262,0.0035698544
-749165167.2901931,-742617485.5718284,0.0007809098
-749055169.919951,-742507250.9202046,0.0004090504
-748945170.4850316,-742397014.233355,0.0035698544
-748835168.985434,-742286775.5112801,0.0035698544
-748725165.4211574,-742176534.7539787,0.0035698544
-748615159.792203,-742066291.961453,0.0035698544
-748505152.0985699,-741956047.1337008,0.0007809098
-748395142.3402591,-741845800.2707229,-0.0023798943
-748285130.5172701,-741735551.37252,0.0004090504
-748175116.629601,-741625300.4390907,0.0035698544
-748065100.6772556,-741515047.4704375,0.0035698544
-747955082.6602316,-741404792.4665575,0.0035698544
-747845062.5785289,-741294535.4274516,0.0035698544
-747735040.432148,-741184276.3531208,0.006358799
-747625016.2210884,-741074015.2435641,0.0067306585
-747514989.9453511,-740963752.0987811,0.0035698544
-747404961.6049356,-740853486.9187727,0.0007809098
-747294931.199841,-740743219.7035394,0.0004090504
-747184898.7300687,-740632950.4530802,0.0035698544
-747074864.1956182,-740522679.1673951,0.0035698544
-746964827.5964885,-740412405.8464842,0.0035698544
-746854788.9326811,-740302130.4903479,0.0035698544
-746744748.2041965,-740191853.0989866,0.0007809098
-746634705.4110327,-740081573.6723986,0.0004090504
-746524660.5531893,-739971292.2105856,0.0035698544
-746414613.6306696,-739861008.7135472,0.0035698544
-746304564.6434708,-739750723.1812825,0.0007809098
-746194513.5915937,-739640435.6137929,0.0004090504
-746084460.4750376,-739530146.0110769,0.0035698544
-745974405.2938042,-739419854.3731356,0.0007809098
-745864348.0478926,-739309560.6999693,0.0004090504
-745754288.7373028,-739199264.9915776,0.0035698544
-745644227.3620329,-739088967.2479596,0.0035698544
-745534163.9220867,-738978667.4691167,0.0035698544
-745424098.4174614,-738868365.655046,0.0035698544
-745314030.8481584,-738758061.8057518,0.0035698544
-745203961.2141757,-738647755.9212313,0.0035698544
-745093889.5155158,-738537448.0014849,0.0035698544
-744983815.7521782,-738427138.0465136,0.0035698544
-744873739.924161,-738316826.0563154,0.0035698544
-744763662.0314655,-738206512.0308928,0.0035698544
-744653582.0740924,-738096195.9702439,0.0035698544
-744543500.052041,-737985877.8743701,0.0035698544
-744433415.965311,-737875557.7432704,0.0035698544
-744323329.8139029,-737765235.5769448,0.0035698544
-744213241.5978165,-737654911.3753934,0.0035698544
-744103151.3170519,-737544585.138617,0.0035698544
-743993058.9716077,-737434256.8666143,0.0035698544
-743882964.5614872,-737323926.5593867,0.0035698544
-743772868.0866876,-737213594.2169333,0.0007809098
-743662769.5472097,-737103259.8392539,0.0004090504
-743552668.9430528,-736992923.4263492,0.0035698544
