freq_confoc,freq_non_confoc,volt_laser
-1010712351.6692362,-1006104016.2327166,0.0214191005
-1010598416.4758387,-1005989615.7242513,0.0269969897
-1010484479.3514729,-1005875213.3199363,0.0388964871
-1010370540.2961369,-1005760809.0197754,0.0452180952
-1010256599.3098326,-1005646402.8237672,0.0480070398
-1010142656.3925595,-1005531994.7319117,0.0511678439
-1010028711.5443177,-1005417584.7442088,0.0483788992
-1009914764.7651062,-1005303172.8606586,0.0424291506
-1009800816.0549264,-1005188759.0812607,0.0336904573
-1009686865.4137774,-1005074343.4060168,0.0245799045
-1009572912.8416595,-1004959925.8349247,0.0158412112
-1009458958.338572,-1004845506.3679843,0.0067306585
-1009345001.9045162,-1004731085.005198,0.0035698544
-1009231043.5394917,-1004616661.7465649,0.0007809098
-1009117083.2434978,-1004502236.592083,0.003197995
-1009003121.0165348,-1004387809.5417547,0.0095196031
-1008889156.858604,-1004273380.5955796,0.0150974924
-1008775190.7697024,-1004158949.7535558,0.0297859343
-1008661222.7498322,-1004044517.0156856,0.0420572911
-1008547252.7989945,-1003930082.381968,0.0452180952
-1008433280.9171858,-1003815645.8524022,0.0452180952
-1008319307.1044102,-1003701207.426991,0.0452180952
-1008205331.3606644,-1003586767.1057315,0.0340623167
-1008091353.6859493,-1003472324.8886242,0.0158412112
-1007977374.080266,-1003357880.775671,0.0067306585
-1007863392.5436149,-1003243434.7668695,0.0007809098
-1007749409.0759921,-1003128986.8622203,-0.0023798943
-1007635423.677403,-1003014537.0617251,-0.0051688389
-1007521436.3478432,-1002900085.3653817,-0.0027517537
-1007407447.0873146,-1002785631.773191,0.0035698544
-1007293455.8958178,-1002671176.2851539,0.0147256329
-1007179462.7733517,-1002556718.9012685,0.0245799045
-1007065467.7199159,-1002442259.6215358,0.0297859343
-1006951470.7355127,-1002327798.4459572,0.0420572911
-1006837471.8201394,-1002213335.3745294,0.0452180952
-1006723470.9737978,-1002098870.4072556,0.0396402059
-1006609468.1964865,-1001984403.5441351,0.0305296532
-1006495463.4882054,-1001869934.7851648,0.0190020153
-1006381456.8489575,-1001755464.1303496,0.0039417139
-1006267448.278739,-1001640991.5796857,-0.0051688389
-1006153437.7775526,-1001526517.1331749,-0.0111185876
-1006039425.345397,-1001412040.7908177,-0.0142793916
-1005925410.9822721,-1001297562.5526118,-0.0059125577
-1005811394.6881781,-1001183082.4185596,0.0035698544
-1005697376.4631162,-1001068600.3886609,0.0091477437
-1005583356.3070841,-1000954116.462913,0.0238361857
-1005469334.2200837,-1000839630.6413188,0.0333185978
-1005355310.2021141,-1000725142.9238782,0.0333185978
-1005241284.2531762,-1000610653.3105884,0.0305296532
-1005127256.3732681,-1000496161.8014522,0.0273688491
-1005013226.5623918,-1000381668.3964691,0.0245799045
-1004899194.8205462,-1000267173.0956378,0.0130522666
-1004785161.1477327,-1000152675.8989601,0.0007809098
-1004671125.5439487,-1000038176.8064351,-0.0051688389
-1004557088.0091963,-999923675.8180623,-0.0083296429
-1004443048.5434752,-999809172.9338427,-0.0055406983
-1004329007.1467848,-999694668.1537757,-0.0023798943
-1004214963.8191257,-999580161.4778605,0.003197995
-1004100918.5604968,-999465652.9060988,0.0123085477
-1003986871.3709011,-999351142.4384894,0.021047241
-1003872822.2503343,-999236630.0750337,0.0301577938
-1003758771.1987996,-999122115.8157301,0.0333185978
-1003644718.2162957,-999007599.6605792,0.0305296532
-1003530663.3028231,-998893081.609581,0.0245799045
-1003416606.4583807,-998778561.6627359,0.0186301558
-1003302547.6829705,-998664039.8200431,0.0098914625
-1003188486.9765902,-998549516.0815034,0.0007809098
-1003074424.339242,-998434990.4471159,-0.0079577835
-1002960359.7709241,-998320462.9168811,-0.011490447
-1002846293.271637,-998205933.490799,-0.0055406983
-1002732224.8413815,-998091402.1688704,0.0004090504
-1002618154.4801579,-997976868.9510942,0.0091477437
-1002504082.187963,-997862333.8374696,0.0182582964
-1002390007.9648008,-997747796.8279996,0.0214191005
-1002275931.8106699,-997633257.9226813,0.0214191005
-1002161853.7255683,-997518717.1215148,0.0242080451
-1002047773.7094998,-997404174.4245028,0.0217909599
-1001933691.7624607,-997289629.8316422,0.0126804072
-1001819607.8844538,-997175083.3429351,0.0123085477
-1001705522.0754776,-997060534.9583807,0.0071025179
-1001591434.3355327,-996945984.677978,-0.0023798943
-1001477344.664618,-996831432.501729,-0.0051688389
-1001363253.0627356,-996716878.4296322,-0.0055406983
-1001249159.5298829,-996602322.4616885,-0.0023798943
-1001135064.066062,-996487764.5978975,0.003197995
-1001020966.6712713,-996373204.8382583,0.0095196031
-1000906867.3455129,-996258643.1827726,0.0123085477
-1000792766.0887847,-996144079.6314406,0.0154693518
-1000678662.9010882,-996029514.1842594,0.0182582964
-1000564557.7824216,-995914946.8412323,0.0186301558
-1000450450.7327871,-995800377.6023579,0.0126804072
-1000336341.7521834,-995685806.4676352,0.0095196031
-1000222230.84061,-995571233.4370656,0.0039417139
-1000108117.9980693,-995456658.5106502,-0.0023798943
-999994003.2245579,-995342081.6883855,-0.0023798943
-999879886.5200787,-995227502.970274,-0.0023798943
-999765767.8846292,-995112922.3563156,-0.0023798943
-999651647.318213,-994998339.8465095,0.0004090504
-999537524.8208256,-994883755.4408569,0.0035698544
-999423400.3924704,-994769169.1393566,0.0091477437
-999309274.0331459,-994654580.9420085,0.0154693518
-999195145.7428532,-994539990.8488135,0.0154693518
-999081015.5215902,-994425398.8597708,0.0154693518
-998966883.3693595,-994310804.9748821,0.0154693518
-998852749.2861581,-994196209.1941447,0.0126804072
-998738613.2719898,-994081611.5175605,0.0067306585
-998624475.3268509,-993967011.9451294,0.0035698544
-998510335.4507442,-993852410.4768505,0.0007809098
-998396193.6436677,-993737807.1127248,-0.0023798943
-998282049.9056225,-993623201.8527513,-0.0023798943
-998167904.2366085,-993508594.6969309,0.0004090504
-998053756.6366253,-993393985.6452632,0.0035698544
-997939607.1056738,-993279374.6977482,0.0035698544
-997825455.6437521,-993164761.8543859,0.006358799
-997711302.2508631,-993050147.1151757,0.0123085477
-997597146.9270039,-992935530.4801192,0.0154693518
-997482989.6721764,-992820911.9492149,0.0154693518
-997368830.4863796,-992706291.5224633,0.0126804072
-997254669.3696136,-992591669.1998639,0.0067306585
-997140506.3218789,-992477044.9814191,0.0035698544
-997026341.3431759,-992362418.867125,0.0035698544
-996912174.4335022,-992247790.8569841,0.0007809098
-996798005.5928617,-992133160.9509959,0.0004090504
-996683834.8212504,-992018529.1491609,0.0007809098
-996569662.1186714,-991903895.4514785,0.0004090504
-996455487.4851227,-991789259.8579488,0.0035698544
-996341310.9206047,-991674622.3685718,0.006358799
-996227132.4251184,-991559982.9833474,0.0095196031
-996112951.9986634,-991445341.7022758,0.0123085477
-995998769.6412392,-991330698.5253568,0.0126804072
-995884585.3528452,-991216053.4525905,0.0095196031
-995770399.1334834,-991101406.4839764,0.0123085477
-995656210.9831524,-990986757.6195164,0.0098914625
-995542020.9018526,-990872106.8592086,0.0035698544
-995427828.8895826,-990757454.203052,0.0035698544
-995313634.9463453,-990642799.6510496,0.0035698544
-995199439.0721378,-990528143.2032003,0.0035698544
-995085241.2669625,-990413484.8595023,0.0035698544
-994971041.5308166,-990298824.6199579,0.0035698544
-994856839.8637037,-990184162.4845672,0.0035698544
-994742636.2656202,-990069498.4533272,0.0035698544
-994628430.7365689,-989954832.5262408,0.0035698544
-994514223.2765474,-989840164.7033076,0.006358799
-994400013.8855586,-989725494.9845262,0.0095196031
-994285802.5635991,-989610823.3698983,0.0095196031
-994171589.3106709,-989496149.8594222,0.0123085477
-994057374.1267753,-989381474.4531002,0.0098914625
-993943157.011909,-989266797.1509299,0.0035698544
-993828937.966075,-989152117.9529119,0.0035698544
-993714716.9892712,-989037436.8590484,0.0007809098
-993600494.0814981,-988922753.8693357,0.0004090504
-993486269.2427568,-988808068.9837766,0.0035698544
-993372042.4730477,-988693382.2023706,0.0035698544
-993257813.772367,-988578693.5251164,0.0035698544
-993143583.1407194,-988464002.9520149,0.006358799
-993029350.5781016,-988349310.483067,0.0095196031
-992915116.0845156,-988234616.1182714,0.0067306585
-992800879.6599607,-988119919.8576283,0.006358799
-992686641.3044367,-988005221.701138,0.0095196031
-992572401.0179429,-987890521.6488008,0.0095196031
-992458158.8004818,-987775819.7006159,0.0067306585
-992343914.65205,-987661115.8565841,0.0035698544
-992229668.5726495,-987546410.116705,0.0035698544
-992115420.5622816,-987431702.480978,0.0035698544
-992001170.6209431,-987316992.9494042,0.0035698544
-991886918.7486362,-987202281.5219822,0.0007809098
-991772664.9453607,-987087568.1987147,0.0004090504
-991658409.2111154,-986972852.9795985,0.0035698544
-991544151.5459018,-986858135.864635,0.006358799
-991429891.9497194,-986743416.8538251,0.0095196031
-991315630.4225669,-986628695.9471674,0.0095196031
-991201366.964447,-986513973.1446624,0.0095196031
-991087101.575357,-986399248.44631,0.0095196031
-990972834.2552986,-986284521.8521109,0.0067306585
-990858565.0042715,-986169793.3620639,0.0035698544
-990744293.8222752,-986055062.9761701,0.0007809098
-990630020.7093091,-985940330.6944289,-0.0023798943
-990515745.6653748,-985825596.5168395,0.0004090504
-990401468.6904716,-985710860.4434042,0.0007809098
-990287189.7845998,-985596122.4741211,0.0004090504
-990172908.9477577,-985481382.6089902,0.006358799
