freq_confoc,freq_non_confoc,volt_laser
-1059210259.1135635,-1047727509.0421166,0.0095196031
-1059099210.8727612,-1047617216.5505075,0.0095196031
-1058988160.6116066,-1047506922.0263433,0.0067306585
-1058877108.3301024,-1047396625.4696255,0.006358799
-1058766054.028245,-1047286326.8803511,0.0095196031
-1058654997.706039,-1047176026.2585244,0.0067306585
-1058543939.3634801,-1047065723.6041412,0.0035698544
-1058432879.0005708,-1046955418.9172039,0.006358799
-1058321816.6173105,-1046845112.1977134,0.0067306585
-1058210752.2136989,-1046734803.4456658,0.0035698544
-1058099685.7897367,-1046624492.6610651,0.0035698544
-1057988617.3454232,-1046514179.8439102,0.006358799
-1057877546.8807588,-1046403864.9941998,0.0095196031
-1057766474.3957424,-1046293548.1119342,0.0067306585
-1057655399.8903766,-1046183229.1971159,0.0035698544
-1057544323.3646579,-1046072908.2497416,0.006358799
-1057433244.8185897,-1045962585.2698121,0.0067306585
-1057322164.2521691,-1045852260.257329,0.0035698544
-1057211081.6653986,-1045741933.2122908,0.006358799
-1057099997.0582757,-1045631604.1346984,0.0067306585
-1056988910.4308028,-1045521273.0245504,0.006358799
-1056877821.7829785,-1045410939.8818493,0.0095196031
-1056766731.1148033,-1045300604.7065921,0.0095196031
-1056655638.4262767,-1045190267.4987817,0.0095196031
-1056544543.7173996,-1045079928.2584162,0.0095196031
-1056433446.9881706,-1044969586.9854951,0.0095196031
-1056322348.2385917,-1044859243.6800208,0.0095196031
-1056211247.4686604,-1044748898.3419905,0.0095196031
-1056100144.6783786,-1044638550.971406,0.0067306585
-1055989039.8677454,-1044528201.5682664,0.0035698544
-1055877933.0367627,-1044417850.1325741,0.006358799
-1055766824.1854267,-1044307496.6643248,0.0067306585
-1055655713.3137412,-1044197141.1635222,0.0035698544
-1055544600.4217043,-1044086783.630166,0.006358799
-1055433485.509316,-1043976424.0642529,0.0095196031
-1055322368.5765762,-1043866062.4657865,0.0095196031
-1055211249.623487,-1043755698.8347654,0.0067306585
-1055100128.6500449,-1043645333.1711893,0.006358799
-1054989005.6562529,-1043534965.4750581,0.0095196031
-1054877880.6421089,-1043424595.7463732,0.0095196031
-1054766753.607615,-1043314223.9851332,0.0067306585
-1054655624.5527692,-1043203850.191339,0.006358799
-1054544493.4775729,-1043093474.3649902,0.0067306585
-1054433360.3820248,-1042983096.5060863,0.0035698544
-1054322225.2661262,-1042872716.6146278,0.0035698544
-1054211088.1298757,-1042762334.6906147,0.0035698544
-1054099948.9732757,-1042651950.7340474,0.0035698544
-1053988807.7963233,-1042541564.7449241,0.0035698544
-1053877664.5990205,-1042431176.7232485,0.006358799
-1053766519.3813667,-1042320786.6690173,0.0095196031
-1053655372.1433606,-1042210394.5822301,0.0067306585
-1053544222.8850055,-1042100000.4628901,0.006358799
-1053433071.6062975,-1041989604.3109941,0.0067306585
-1053321918.307239,-1041879206.126544,0.0035698544
-1053210762.9878292,-1041768805.9095387,0.0035698544
-1053099605.6480699,-1041658403.6599808,0.0035698544
-1052988446.2879572,-1041547999.3778658,0.0035698544
-1052877284.907495,-1041437593.0631976,0.0035698544
-1052766121.506681,-1041327184.7159748,0.006358799
-1052654956.0855165,-1041216774.3361964,0.0067306585
-1052543788.644,-1041106361.9238644,0.0007809098
-1052432619.1821337,-1040995947.4789772,0.0004090504
-1052321447.6999154,-1040885531.0015354,0.0035698544
-1052210274.1973467,-1040775112.491539,0.0035698544
-1052099098.6744261,-1040664691.9489884,0.0035698544
-1051987921.1311555,-1040554269.3738823,0.006358799
-1051876741.5675321,-1040443844.766222,0.0067306585
-1051765559.9835601,-1040333418.126008,0.0035698544
