indices,timestamp,photodiode,piezo_peaks,freq,lor_A,lor_mean,lor_gamma,lor_off,lor_d_A,lor_d_mean,lor_d_gamma,lor_d_off
859,0.011531771,0.010254249,3.279836997428815,377111224766631.8,0.0008478080984733969,3.2808077240350455,0.025066685045438665,-5.805333906954703e-05,6.810851055329859e-05,0.0020135558889581105,0.003013162078585385,8.915276015191463e-06
1268,0.014194531,0.010813959,3.984380678702799,377111633094631.8,0.0008568576120089232,3.989372762134193,0.019289207600844554,-8.176788704628421e-05,7.382738804112282e-05,0.0016614759815094587,0.0025575181258921686,1.2412599674480963e-05
1677,0.016857292,0.005636527,4.688924624568289,377112041422631.8,0.0018920101554218273,4.686839695912488,0.011705452719952998,-0.0001322711812841703,8.205108384471195e-05,0.0005076150025742118,0.0007471493222602197,8.781470436865281e-06
