indices,timestamp,photodiode,piezo_peaks,freq,lor_A,lor_mean,lor_gamma,lor_off,lor_d_A,lor_d_mean,lor_d_gamma,lor_d_off
843,0.010874219,0.019269315,3.3963817468747903,377111224766631.8,0.0017774496318875986,3.3968693374317063,0.020102499230170497,-0.00011540810246189027,8.204406286498458e-05,0.0009278386905242806,0.0013817877075757586,1.018871725306183e-05
1212,0.013276563,0.019984872,4.094487962064544,377111633094631.8,0.0015152909512718296,4.100146637974934,0.026072991583736525,-0.00016417524600224778,7.549533408057188e-05,0.001298069985166257,0.002055405654133532,1.5365305218324647e-05
1580,0.015672396,0.012317478,4.790702121176108,377112041422631.8,0.0045419049196649824,4.790698147817511,0.016360141270049474,-0.0005217345233416975,7.133733321764126e-05,0.00025592078950330315,0.00043928863236659184,2.1659273296573696e-05
