indices,timestamp,photodiode,piezo_peaks,freq,lor_A,lor_mean,lor_gamma,lor_off,lor_d_A,lor_d_mean,lor_d_gamma,lor_d_off
1951,-0.003342187,0.039928305,-0.866062660358978,377108945610922.8,0.011073744855345314,-0.8701365274581652,0.02771679272603633,-0.0015869835012454784,0.00035241759344322365,0.0008799195429034716,0.0014684811844504024,9.459649086104522e-05
2110,-0.002307031,0.034555501,-0.5249557541113017,377109126401922.8,0.020700786199715694,-0.5228146403492708,0.02417835653256335,-0.005129749268558239,0.00017514208113420586,0.00018451103191394956,0.00043595056111738715,0.0001295097870437463
2267,-0.001284896,0.033888234,-0.1881395567290049,377109307192922.8,0.01826486935936327,-0.18353704484061267,0.014371051834859634,0.00015737100944774568,0.0009729614266099412,0.000765541920180713,0.0010933247093092811,4.9038064185082054e-05
3857,0.009066667,0.09503789,3.2229304943144284,377111224766631.8,0.004739092460382917,3.2223721243017978,0.01267329746613467,-0.00018935741698510971,0.00026624203192791504,0.0007119351686474733,0.001060130684212953,3.3017768754206214e-05
4187,0.011215104,0.096083207,3.930888230479837,377111633094631.8,0.004777067791464672,3.9352715484489504,0.02838641776136122,-0.00010450392486568957,0.00046643017283279256,0.002771621100124116,0.004007169015637416,3.598931939615239e-05
4498,0.013239844,0.081522367,4.598085056229695,377112041422631.8,0.01379210948377455,4.599483822003122,0.027506547608034237,-0.0021005035849158446,0.00020304715706431602,0.0004018092001531891,0.0007200789396989867,7.285799967449569e-05
