indices,timestamp,photodiode,piezo_peaks,freq,lor_A,lor_mean,lor_gamma,lor_off,lor_d_A,lor_d_mean,lor_d_gamma,lor_d_off
623,0.009105729,0.059985951,3.0634862609790905,377111224766631.8,0.004487007028771663,3.066419642986496,0.022759493623943486,-0.00038430728511898806,0.00029877852575245056,0.0015154810025638503,0.0022075826817308446,2.70338624387713e-05
969,0.011358333,0.06096477,3.764642613233092,377111633094631.8,0.0033883138311854586,3.7920099686772435,0.13183816066464277,-0.0013506796485339284,7.134521092953092e-05,0.0024535682785162224,0.005956039626819925,5.536094066350371e-05
1312,0.013591406,0.049204034,4.459719652516029,377112041422631.8,0.01244738696121561,4.461771081554437,0.030376556400490227,-0.0023206938099343544,0.00012045706054719566,0.00028563011283121853,0.0005738347486572552,6.184374655748174e-05
