indices,timestamp,phtodiode,piezo_peaks,freq,lor_A,lor_mean,lor_gamma,lor_off,lor_d_A,lor_d_mean,lor_d_gamma,lor_d_off
810,0.010659375,0.007513549,3.3332407797040804,377111224766631.8,0.0005710841511532207,3.3307974328421484,0.017084193589170047,-2.4025185479535296e-05,6.48642991665714e-05,0.0019403036153076293,0.0028947928251255883,8.218740786297088e-06
1180,0.013068229,0.00763461,4.033096582511532,377111633094631.8,0.0004927443517011461,4.032036751848156,0.02382238859160096,-3.9691313309880986e-05,5.0481830125556457e-05,0.0024332560609749802,0.0041067039615093415,1.4256589948881724e-05
1541,0.01541849,0.003645158,4.715929082514457,377112041422631.8,0.0012525606918107307,4.72062396336946,0.009007661618794146,1.4959268027651221e-05,9.590526517779953e-05,0.0006896928155375815,0.0009838171356559566,4.518474326361558e-06
