indices,timestamp,phtodiode,piezo_peaks,freq,lor_A,lor_mean,lor_gamma,lor_off,lor_d_A,lor_d_mean,lor_d_gamma,lor_d_off
806,0.010620313,0.024328583,3.3257608455981518,377111224766631.8,0.0022555699599482084,3.327301899887896,0.020807943930150355,-0.00013978926279862054,0.00012647001377455393,0.0011666902247428612,0.0016994580934115717,1.1437408080029601e-05
1176,0.013029167,0.024805968,4.025738246775866,377111633094631.8,0.0017169920128989275,4.028700641529723,0.034708736474677225,-0.00024838399710847627,7.398743609768217e-05,0.0014938023691788735,0.002414224795844369,1.692539869467374e-05
1540,0.015398958,0.016615999,4.714364516991637,377112041422631.8,0.005825119341749367,4.714838694136863,0.020118308840442082,-0.0008064644639006038,6.145339218867948e-05,0.00020911059048120257,0.0003944893723493013,2.6233152560903775e-05
