indices,timestamp,phtodiode,piezo_peaks,freq,lor_A,lor_mean,lor_gamma,lor_off,lor_d_A,lor_d_mean,lor_d_gamma,lor_d_off
660,0.009333594,0.058606968,3.1385892423722,377111224766631.8,0.004273597402708003,3.1384130554004015,0.019910583677387076,-0.0002965489324371275,0.0003139815231499728,0.0014628217080854416,0.002124989117489097,2.692213123250205e-05
1007,0.011592708,0.059614053,3.84167358509848,377111633094631.8,0.00380862666599051,3.856748688987121,0.06391637983384132,-0.0007652057842895412,6.935492710813622e-05,0.0011491165171225914,0.002139370762186868,2.839094974779378e-05
1348,0.01381276,0.048056387,4.532601002324067,377112041422631.8,0.011426595030562809,4.53683754912387,0.025945136284361393,-0.0018170419507885938,0.0001249115863460919,0.0002819803048575863,0.0004950928084186294,4.1525155060100156e-05
