x-axis,1,2
second,Volt,Volt
-26.300000E-03,+216.242462E-03,-5.889413351E+00
-26.293229E-03,+216.096734E-03,-5.891268781E+00
-26.286458E-03,+214.717916E-03,-5.891268781E+00
-26.279688E-03,+215.659548E-03,-5.891268781E+00
-26.272917E-03,+213.753864E-03,-5.891268781E+00
-26.266146E-03,+214.101373E-03,-5.891268781E+00
-26.259375E-03,+215.177522E-03,-5.895443503E+00
-26.252604E-03,+211.623983E-03,-5.897298932E+00
-26.245833E-03,+214.202263E-03,-5.897298932E+00
-26.239063E-03,+213.462407E-03,-5.897298932E+00
-26.232292E-03,+210.581464E-03,-5.901473654E+00
-26.225521E-03,+213.652979E-03,-5.907503805E+00
-26.218750E-03,+211.825761E-03,-5.909359233E+00
-26.211979E-03,+210.256378E-03,-5.909359233E+00
-26.205208E-03,+213.081274E-03,-5.913533956E+00
-26.198438E-03,+209.998547E-03,-5.915389384E+00
-26.191667E-03,+210.088231E-03,-5.919564107E+00
-26.184896E-03,+211.691245E-03,-5.925594258E+00
-26.178125E-03,+208.272223E-03,-5.927449685E+00
-26.171354E-03,+210.648728E-03,-5.927449685E+00
-26.164583E-03,+209.415633E-03,-5.931624409E+00
-26.157813E-03,+207.767781E-03,-5.937654560E+00
-26.151042E-03,+209.953713E-03,-5.943684711E+00
-26.144271E-03,+206.041451E-03,-5.949714862E+00
-26.137500E-03,+208.586109E-03,-5.947395563E+00
-26.130729E-03,+208.373113E-03,-5.949714862E+00
-26.123958E-03,+204.819575E-03,-5.951570288E+00
-26.117188E-03,+208.541271E-03,-5.955745013E+00
-26.110417E-03,+205.447325E-03,-5.957600439E+00
-26.103646E-03,+204.225456E-03,-5.961775164E+00
-26.096875E-03,+208.148923E-03,-5.963630589E+00
-26.090104E-03,+203.115664E-03,-5.963630589E+00
-26.083333E-03,+204.741117E-03,-5.967805316E+00
-26.076563E-03,+206.658001E-03,-5.969660740E+00
-26.069792E-03,+202.073147E-03,-5.973835467E+00
-26.063021E-03,+204.292721E-03,-5.975690891E+00
-26.056250E-03,+204.763527E-03,-5.979865618E+00
-26.049479E-03,+201.209987E-03,-5.981721041E+00
-26.042708E-03,+204.348771E-03,-5.981721041E+00
-26.035938E-03,+202.084356E-03,-5.981721041E+00
-26.029167E-03,+200.806437E-03,-5.981721041E+00
-26.022396E-03,+203.395927E-03,-5.985895769E+00
-26.015625E-03,+198.878323E-03,-5.987751192E+00
-26.008854E-03,+202.364624E-03,-5.987751192E+00
-26.002083E-03,+201.176354E-03,-5.987751192E+00
