x-axis,1,2
second,Volt,Volt
-27.000000E-03,+521.739151E-03,-2.669368858E+00
-26.992969E-03,+518.598448E-03,-2.669368858E+00
-26.985938E-03,+521.613523E-03,-2.669368858E+00
-26.978906E-03,+520.105985E-03,-2.669368858E+00
-26.971875E-03,+518.724076E-03,-2.675901521E+00
-26.964844E-03,+521.864779E-03,-2.675901521E+00
-26.957813E-03,+518.598448E-03,-2.675901521E+00
-26.950781E-03,+520.105985E-03,-2.675901521E+00
-26.943750E-03,+520.482870E-03,-2.675901521E+00
-26.936719E-03,+517.090910E-03,-2.682434185E+00
-26.929688E-03,+521.739151E-03,-2.682434185E+00
-26.922656E-03,+518.724076E-03,-2.682434185E+00
-26.915625E-03,+519.100960E-03,-2.688966848E+00
-26.908594E-03,+520.608498E-03,-2.695499512E+00
-26.901563E-03,+518.347191E-03,-2.688966848E+00
-26.894531E-03,+519.729101E-03,-2.695499512E+00
-26.887500E-03,+518.849704E-03,-2.695499512E+00
-26.880469E-03,+518.598448E-03,-2.695499512E+00
-26.873438E-03,+519.226588E-03,-2.702032175E+00
-26.866406E-03,+518.221563E-03,-2.708564839E+00
-26.859375E-03,+519.226588E-03,-2.708564839E+00
-26.852344E-03,+517.467794E-03,-2.715097502E+00
-26.845313E-03,+519.226588E-03,-2.721630166E+00
-26.838281E-03,+518.598448E-03,-2.721630166E+00
-26.831250E-03,+517.090910E-03,-2.728162829E+00
-26.824219E-03,+519.603473E-03,-2.728162829E+00
-26.817188E-03,+516.462769E-03,-2.728162829E+00
-26.810156E-03,+517.719051E-03,-2.734695492E+00
-26.803125E-03,+518.849704E-03,-2.741228156E+00
-26.796094E-03,+516.588397E-03,-2.741228156E+00
-26.789063E-03,+517.342166E-03,-2.741228156E+00
-26.782031E-03,+517.970307E-03,-2.747760819E+00
-26.775000E-03,+517.216538E-03,-2.747760819E+00
-26.767969E-03,+516.085885E-03,-2.754293483E+00
-26.760938E-03,+518.347191E-03,-2.754293483E+00
-26.753906E-03,+516.211513E-03,-2.760826146E+00
-26.746875E-03,+516.085885E-03,-2.760826146E+00
-26.739844E-03,+518.095935E-03,-2.760826146E+00
-26.732813E-03,+515.206488E-03,-2.760826146E+00
-26.725781E-03,+517.090910E-03,-2.760826146E+00
-26.718750E-03,+516.714026E-03,-2.767358810E+00
-26.711719E-03,+514.829604E-03,-2.767358810E+00
-26.704688E-03,+517.467794E-03,-2.773891473E+00
-26.697656E-03,+515.709001E-03,-2.773891473E+00
-26.690625E-03,+514.955232E-03,-2.773891473E+00
