timestamp,photodiode,volt_piezo,volt_ld,offset,frequencies
-0.02120637,1.47121,-0.326118198362237,0.0019160384971305,-0.0148833549584035,377107899628764.94
-0.02120137,1.47093,-0.3247754223153345,0.0019160753873363,-0.0151468182650187,377107900328849.75
-0.02119637,1.47056,-0.323432646268432,0.0019161122775421,-0.015500281571634,377107901028934.6
-0.02119137,1.47014,-0.3220898702215296,0.0019161491677479,-0.0159037448782495,377107901729019.44
-0.02118637,1.46969,-0.3207470941746271,0.0019161860579538,-0.0163372081848649,377107902429104.25
-0.02118137,1.46927,-0.3194043181277246,0.0019162229481596,-0.0167406714914801,377107903129189.06
-0.02117637,1.46884,-0.3180615420808221,0.0019162598383654,-0.0171541347980956,377107903829273.9
-0.02117137,1.46845,-0.3167187660339188,0.0019162967285712,-0.0175275981047107,377107904529358.75
-0.02116637,1.46811,-0.3153759899870172,0.001916333618777,-0.017851061411326,377107905229443.56
-0.02116137,1.46786,-0.3140332139401138,0.0019163705089828,-0.0180845247179415,377107905929528.4
-0.02115637,1.46769,-0.3126904378932122,0.0019164073991886,-0.0182379880245568,377107906629613.2
-0.02115137,1.46764,-0.3113476618463089,0.0019164442893945,-0.0182714513311721,377107907329698.0
-0.02114637,1.46764,-0.3100048857994073,0.0019164811796003,-0.0182549146377875,377107908029782.9
-0.02114137,1.46775,-0.3086621097525039,0.0019165180698061,-0.0181283779444028,377107908729867.7
-0.02113637,1.46789,-0.3073193337056024,0.0019165549600119,-0.0179718412510183,377107909429952.5
-0.02113137,1.46803,-0.305976557658699,0.0019165918502177,-0.0178153045576336,377107910130037.3
-0.02112637,1.4682,-0.3046337816117965,0.0019166287404235,-0.017628767864249,377107910830122.1
-0.02112137,1.46834,-0.3032910055648941,0.0019166656306293,-0.0174722311708643,377107911530207.0
-0.02111637,1.46848,-0.3019482295179916,0.0019167025208351,-0.0173156944774797,377107912230291.8
-0.02111137,1.46854,-0.3006054534710891,0.001916739411041,-0.0172391577840951,377107912930376.6
-0.02110637,1.46859,-0.2992626774241866,0.0019167763012468,-0.0171726210907103,377107913630461.44
-0.02110137,1.46856,-0.2979199013772842,0.0019168131914526,-0.0171860843973257,377107914330546.25
-0.02109637,1.46851,-0.2965771253303817,0.0019168500816584,-0.0172195477039411,377107915030631.1
-0.02109137,1.46845,-0.2952343492834792,0.0019168869718642,-0.0172630110105562,377107915730715.94
-0.02108637,1.46839,-0.2938915732365768,0.00191692386207,-0.0173064743171715,377107916430800.75
