timestamp,photodiode,volt_piezo,volt_ld,frequencies
-0.02026637,1.46778,-0.0736763015445607,0.0019229738558235,377108031244712.1
-0.02026137,1.46749,-0.0723335254976582,0.0019230107460293,377108031944796.94
-0.02025637,1.46724,-0.0709907494507557,0.0019230476362351,377108032644881.8
-0.02025137,1.46707,-0.0696479734038533,0.0019230845264409,377108033344966.6
-0.02024637,1.46696,-0.0683051973569508,0.0019231214166467,377108034045051.44
-0.02024137,1.46693,-0.0669624213100483,0.0019231583068525,377108034745136.25
-0.02023637,1.46702,-0.0656196452631459,0.0019231951970584,377108035445221.1
-0.02023137,1.46719,-0.0642768692162425,0.0019232320872642,377108036145305.94
-0.02022637,1.46744,-0.0629340931693409,0.00192326897747,377108036845390.75
-0.02022137,1.46778,-0.0615913171224375,0.0019233058676758,377108037545475.56
-0.02021637,1.46814,-0.060248541075536,0.0019233427578816,377108038245560.4
-0.02021137,1.46854,-0.0589057650286326,0.0019233796480874,377108038945645.25
-0.02020637,1.46893,-0.057562988981731,0.0019234165382932,377108039645730.06
-0.02020137,1.46927,-0.0562202129348277,0.001923453428499,377108040345814.9
-0.02019637,1.46955,-0.0548774368879252,0.0019234903187049,377108041045899.7
-0.02019137,1.46974,-0.0535346608410227,0.0019235272089107,377108041745984.5
-0.02018637,1.46986,-0.0521918847941194,0.0019235640991165,377108042446069.4
-0.02018137,1.46989,-0.0508491087472178,0.0019236009893223,377108043146154.2
-0.02017637,1.46986,-0.0495063327003144,0.0019236378795281,377108043846239.0
-0.02017137,1.46974,-0.0481635566534128,0.0019236747697339,377108044546323.8
-0.02016637,1.4696,-0.0468207806065095,0.0019237116599397,377108045246408.6
-0.02016137,1.46941,-0.0454780045596079,0.0019237485501456,377108045946493.5
-0.02015637,1.46918,-0.0441352285127045,0.0019237854403514,377108046646578.3
-0.02015137,1.46896,-0.0427924524658021,0.0019238223305572,377108047346663.1
-0.02014637,1.46873,-0.0414496764188996,0.001923859220763,377108048046747.94
-0.02014137,1.46851,-0.0401069003719971,0.0019238961109688,377108048746832.75
-0.02013637,1.46828,-0.0387641243250946,0.0019239330011746,377108049446917.6
-0.02013137,1.46806,-0.0374213482781922,0.0019239698913804,377108050147002.44
-0.02012637,1.46789,-0.0360785722312897,0.0019240067815863,377108050847087.25
-0.02012137,1.46769,-0.0347357961843872,0.0019240436717921,377108051547172.06
-0.02011637,1.46749,-0.0333930201374848,0.0019240805619979,377108052247256.94
-0.02011137,1.46733,-0.0320502440905823,0.0019241174522037,377108052947341.75
-0.02010637,1.46719,-0.0307074680436789,0.0019241543424095,377108053647426.56
-0.02010137,1.4671,-0.0293646919967773,0.0019241912326153,377108054347511.4
-0.02009637,1.46704,-0.028021915949874,0.0019242281228211,377108055047596.2
-0.02009137,1.46707,-0.0266791399029724,0.0019242650130269,377108055747681.06
-0.02008637,1.46713,-0.025336363856069,0.0019243019032328,377108056447765.9
-0.02008137,1.46727,-0.0239935878091674,0.0019243387934386,377108057147850.7
-0.02007637,1.46747,-0.0226508117622641,0.0019243756836444,377108057847935.5
-0.02007137,1.46769,-0.0213080357153625,0.0019244125738502,377108058548020.3
-0.02006637,1.46794,-0.0199652596684591,0.001924449464056,377108059248105.2
-0.02006137,1.46823,-0.0186224836215567,0.0019244863542618,377108059948190.0
-0.02005637,1.46848,-0.0172797075746542,0.0019245232444676,377108060648274.8
-0.02005137,1.46876,-0.0159369315277517,0.0019245601346735,377108061348359.6
-0.02004637,1.46899,-0.0145941554808493,0.0019245970248793,377108062048444.44
