indices,laser_peaks,piezo_peaks,ld_peaks,freq
1715,1.73205,-2.3821479536518937,0.0781792839408251,377104390084020.94
2732,1.88843,-2.381872741773724,0.0324103285122366,377104798412020.94
3478,1.56555,-2.381670865607437,-0.0011625729132569,377105206740020.94
4383,0.467984,-2.381425962215359,-0.0418910927390904,377105909878483.7
4531,0.497053,-2.381385911715881,-0.0485516683570167,377106090669483.7
4639,0.56686,-2.3813566856757213,-0.0534120884025305,377106271460483.7
