indices,laser_peaks,piezo_peaks,ld_peaks,freq
3532,1.79542,-1.263331324576219,0.047539566216185,377108945610922.8
4912,0.586513,-1.2999722200787367,-0.0145413292265647,377109126401922.8
5182,0.614581,-1.3071410909379249,-0.026687591378407,377109307192922.8
5416,0.718667,-1.3133541123492214,-0.0372143519100037,377111224766631.8
